EmpName,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary
Hettie Lamb,0.87,0.97,5.0,151.0,3.0,0,0,RandD,medium
Brian Cortez,0.7,0.63,3.0,157.0,2.0,0,0,RandD,medium
Jim Kelly,0.78,0.65,3.0,139.0,3.0,0,0,marketing,high
Francisco Wolfe,0.71,0.53,4.0,196.0,2.0,1,0,sales,low
Cordelia Cooper,0.68,0.99,3.0,159.0,2.0,0,0,accounting,medium
Stanley Carpenter,0.75,0.53,4.0,224.0,4.0,1,0,support,medium
Ollie McBride,0.7,0.53,3.0,215.0,7.0,1,0,technical,medium
Bess Knight,0.59,0.94,5.0,157.0,7.0,1,0,management,medium
Stella Park,0.64,0.87,4.0,157.0,7.0,0,0,marketing,low
Lucas Carson,0.61,0.88,5.0,146.0,7.0,1,0,marketing,low
Fannie Hawkins,0.77,0.49,2.0,286.0,7.0,0,0,marketing,low
Jacob Sharp,0.51,0.64,3.0,203.0,3.0,0,0,sales,low
May Cook,0.49,0.49,3.0,168.0,7.0,0,0,sales,low
Todd Rose,0.77,0.75,3.0,170.0,7.0,0,0,sales,low
Dorothy Palmer,0.31,0.86,3.0,266.0,7.0,0,0,sales,low
Cordelia Simmons,0.54,0.76,3.0,183.0,3.0,0,0,sales,low
John Sherman,0.56,0.66,4.0,264.0,3.0,0,0,sales,low
Steve Baldwin,0.65,0.77,4.0,205.0,3.0,0,0,sales,low
Mamie Alvarez,0.49,0.36,2.0,192.0,3.0,0,0,sales,low
Lizzie Alvarado,0.82,0.79,3.0,176.0,3.0,0,0,technical,low
Ann Fisher,0.6,0.52,3.0,183.0,2.0,0,0,support,low
Estella Byrd,0.64,0.63,3.0,156.0,6.0,1,0,support,low
Edith Chambers,0.7,0.68,3.0,150.0,3.0,0,0,support,low
Madge Clayton,0.65,0.89,4.0,204.0,8.0,1,0,support,low
Cameron Clark,0.69,0.78,5.0,131.0,8.0,0,0,support,low
Rosetta Fuller,0.93,0.74,5.0,248.0,8.0,1,0,support,low
Hannah Gordon,0.55,0.52,4.0,168.0,8.0,0,0,support,low
Elsie McCarthy,0.75,0.87,4.0,146.0,8.0,1,0,support,low
Katherine Shelton,0.47,0.43,4.0,246.0,3.0,0,0,support,low
Mayme Curtis,0.72,0.88,5.0,216.0,10.0,1,0,support,medium
Garrett Daniels,0.59,0.92,3.0,203.0,10.0,0,0,support,medium
Isaac Hampton,0.98,0.49,3.0,199.0,10.0,0,0,technical,medium
Betty Meyer,0.39,0.52,2.0,102.0,8.0,0,0,technical,medium
Leah Carr,0.93,0.87,4.0,139.0,8.0,0,0,technical,medium
Amelia Weber,0.71,0.97,5.0,208.0,8.0,1,0,management,medium
Edwin Young,0.49,0.54,4.0,215.0,4.0,0,0,IT,medium
Nannie Stone,0.63,0.93,4.0,233.0,3.0,0,0,IT,medium
Ann Sanders,0.45,0.64,3.0,169.0,10.0,0,0,IT,medium
Patrick Lee,0.77,0.64,3.0,190.0,10.0,1,0,IT,medium
Linnie Padilla,0.77,0.63,4.0,236.0,7.0,0,0,IT,medium
Nannie Lawrence,0.5,0.92,4.0,266.0,7.0,0,0,product_mng,medium
Helen Baker,0.45,0.42,4.0,156.0,7.0,0,0,product_mng,high
Jack Pratt,0.81,0.47,4.0,153.0,7.0,0,0,product_mng,low
Carl Cannon,0.83,0.67,3.0,175.0,3.0,0,0,product_mng,medium
Shane Frazier,0.47,0.76,6.0,174.0,10.0,0,0,IT,medium
Vincent White,0.25,0.89,4.0,154.0,10.0,0,0,management,high
Vincent Carlson,0.89,0.55,5.0,251.0,10.0,0,0,management,high
Edgar Casey,0.97,0.57,3.0,164.0,10.0,0,0,management,high
Billy Evans,0.6,0.65,2.0,225.0,10.0,0,0,management,high
Aaron Baldwin,0.67,0.72,2.0,134.0,10.0,0,0,management,high
Lilly Morton,0.89,0.77,3.0,144.0,3.0,0,0,management,high
Micheal Harmon,0.6,0.91,5.0,211.0,3.0,0,0,sales,low
Carolyn Coleman,0.64,0.79,4.0,139.0,3.0,0,0,sales,low
Belle Grant,0.57,0.66,3.0,268.0,3.0,0,0,sales,low
Stella Black,0.56,0.98,5.0,171.0,3.0,1,0,sales,low
Rena Wood,0.6,0.9,4.0,260.0,2.0,0,0,sales,medium
Dale Jacobs,0.17,0.66,6.0,224.0,3.0,0,0,sales,medium
Patrick Webster,0.74,0.49,4.0,233.0,3.0,0,0,sales,medium
Philip Luna,0.44,0.41,3.0,125.0,7.0,0,0,sales,medium
Addie Freeman,0.51,0.89,4.0,233.0,7.0,0,0,sales,medium
Isabella Delgado,0.86,0.57,3.0,162.0,7.0,0,0,sales,medium
Eliza Alvarado,0.96,0.48,4.0,198.0,7.0,0,0,sales,medium
Dora Cross,0.87,0.82,4.0,198.0,7.0,0,0,sales,medium
Olive Green,0.58,0.79,3.0,243.0,3.0,1,0,sales,medium
Jared Christensen,0.24,0.56,4.0,281.0,7.0,0,0,sales,medium
Francis Ortiz,0.42,0.8,4.0,259.0,7.0,1,0,sales,medium
Leon Lyons,0.65,0.94,4.0,184.0,7.0,0,0,sales,medium
Catherine Martin,0.73,0.92,6.0,189.0,3.0,1,0,sales,medium
Johnny Knight,0.63,0.6,4.0,258.0,3.0,0,0,sales,medium
Mae Gilbert,0.95,0.48,4.0,225.0,3.0,0,0,sales,medium
Herbert Sanchez,0.52,0.83,5.0,145.0,3.0,0,0,sales,medium
Kenneth Perry,0.96,0.55,3.0,164.0,3.0,0,0,sales,medium
Genevieve Stewart,0.66,0.51,4.0,254.0,2.0,0,0,sales,medium
Emma Harvey,0.98,0.44,4.0,154.0,6.0,1,0,sales,medium
Donald Hall,0.56,0.79,5.0,248.0,3.0,0,0,sales,medium
Trevor Colon,0.97,0.54,3.0,154.0,8.0,1,0,sales,medium
Eva Walters,0.72,0.92,3.0,242.0,8.0,0,0,sales,medium
Alma Wong,0.74,0.78,4.0,194.0,8.0,0,0,sales,medium
Johanna Bates,0.2,0.6,5.0,261.0,8.0,0,0,sales,medium
Belle Patton,0.73,0.56,3.0,245.0,8.0,0,0,sales,medium
Katharine Reeves,0.76,0.79,3.0,247.0,3.0,0,0,sales,low
Jonathan Black,0.65,0.54,4.0,147.0,10.0,0,0,sales,low
Mae Barker,0.66,0.5,3.0,139.0,10.0,1,0,sales,low
Clara Larson,0.96,0.97,6.0,137.0,10.0,0,0,sales,low
Lucile Strickland,0.57,0.55,4.0,177.0,8.0,0,0,sales,low
Martin Sparks,0.61,0.82,4.0,184.0,8.0,0,0,IT,low
Derrick Morris,0.57,0.69,3.0,212.0,8.0,0,0,product_mng,low
Linnie Fowler,0.59,0.47,3.0,159.0,4.0,0,0,product_mng,low
Jonathan Munoz,0.92,0.68,4.0,178.0,3.0,0,0,product_mng,low
Norman McCoy,0.79,0.56,3.0,149.0,10.0,0,0,product_mng,low
Ronald Crawford,0.95,0.66,4.0,223.0,10.0,0,0,IT,low
Marguerite Burke,0.24,0.81,6.0,263.0,7.0,0,0,management,high
Craig Rice,0.49,0.52,4.0,161.0,7.0,0,0,management,high
Jack Quinn,0.49,0.68,3.0,192.0,7.0,0,0,management,high
Travis Morrison,0.97,0.51,5.0,215.0,7.0,0,0,management,high
Leah Figueroa,0.55,0.78,4.0,261.0,3.0,0,0,management,high
Alexander Mullins,0.76,0.56,5.0,222.0,10.0,0,0,management,high
Hulda Barnes,0.53,0.99,3.0,223.0,10.0,0,0,marketing,low
Theodore Schneider,0.51,0.86,3.0,182.0,10.0,0,0,sales,low
Edward Moody,0.57,0.93,2.0,204.0,10.0,0,0,accounting,low
Johnny Harmon,0.58,0.91,3.0,195.0,10.0,0,0,support,low
James Williamson,0.6,0.98,4.0,146.0,10.0,0,0,technical,low
Charlotte Summers,0.65,0.74,4.0,233.0,4.0,1,0,management,low
Mittie Fields,0.91,0.75,2.0,147.0,3.0,0,0,marketing,low
Theresa Garza,0.65,0.55,3.0,156.0,5.0,0,0,marketing,low
John McCarthy,0.18,0.49,3.0,240.0,2.0,1,0,marketing,low
Keith Wells,0.66,0.9,4.0,177.0,7.0,0,0,sales,low
Ella Matthews,0.78,0.8,3.0,135.0,7.0,0,0,sales,medium
Chris Daniel,0.82,0.65,5.0,178.0,7.0,1,0,sales,medium
Myrtle Herrera,0.54,0.64,3.0,190.0,7.0,0,0,sales,medium
Corey Holloway,0.95,0.84,3.0,240.0,7.0,0,0,sales,medium
Blanche Perkins,0.65,0.85,4.0,172.0,3.0,0,0,sales,medium
Mittie Lowe,0.83,0.55,3.0,271.0,7.0,0,0,sales,medium
Beulah Simmons,0.15,0.6,5.0,188.0,7.0,0,0,sales,medium
Herbert Norman,0.59,0.59,4.0,197.0,7.0,0,0,IT,medium
Angel Lindsey,0.99,0.94,5.0,151.0,3.0,0,0,product_mng,medium
Rodney Hardy,0.76,0.72,3.0,263.0,3.0,0,0,product_mng,medium
Douglas Hansen,0.64,0.67,2.0,223.0,3.0,0,0,product_mng,medium
Mario Cooper,0.95,0.75,4.0,151.0,3.0,0,0,product_mng,medium
Teresa Mack,0.53,0.66,3.0,191.0,3.0,0,0,IT,high
Michael Harmon,0.59,0.5,2.0,162.0,2.0,0,0,management,high
Dorothy Cummings,0.69,0.86,5.0,195.0,6.0,0,0,management,high
Justin West,0.5,0.49,4.0,222.0,3.0,0,0,management,high
Steve Lane,0.89,0.96,3.0,179.0,8.0,0,0,management,high
Elmer Manning,0.56,0.39,3.0,106.0,8.0,0,0,management,high
John Mitchell,0.77,0.68,3.0,214.0,8.0,1,0,management,high
Eunice Hernandez,0.15,0.75,3.0,259.0,8.0,1,0,marketing,high
Jessie Frank,0.88,0.58,3.0,145.0,8.0,0,0,sales,low
Jessie Brooks,0.89,0.86,4.0,153.0,3.0,0,0,accounting,low
Lucile Munoz,0.65,0.52,2.0,117.0,10.0,1,0,support,low
Lucinda Alexander,0.58,0.99,3.0,207.0,10.0,0,0,technical,low
Mae Mullins,0.56,0.85,3.0,265.0,10.0,1,0,management,low
Thomas McCoy,0.25,0.72,5.0,279.0,8.0,0,0,marketing,low
Derek Cain,0.87,0.89,4.0,225.0,8.0,0,0,marketing,low
Eric Mendoza,0.62,0.4,3.0,158.0,8.0,1,0,marketing,low
Abbie Erickson,0.72,0.75,4.0,211.0,4.0,0,0,sales,medium
Hilda Baker,0.49,0.94,4.0,175.0,3.0,0,0,sales,medium
Micheal James,0.57,0.91,4.0,224.0,10.0,0,0,sales,medium
Lelia Perez,0.63,0.65,3.0,190.0,10.0,0,0,sales,medium
Andrew Phillips,0.91,0.63,5.0,240.0,7.0,0,0,sales,medium
Ollie Gordon,0.7,0.68,5.0,225.0,7.0,0,0,sales,medium
Larry Ramirez,0.66,0.95,5.0,192.0,7.0,0,0,sales,medium
Scott Sharp,0.77,0.48,5.0,262.0,7.0,0,0,IT,medium
Edna Jones,0.68,0.97,3.0,250.0,3.0,1,0,product_mng,medium
Alta Ruiz,0.34,0.46,3.0,155.0,10.0,0,0,product_mng,medium
Eric Wood,0.97,0.64,4.0,238.0,10.0,1,0,product_mng,medium
Alma Bowman,0.57,0.75,4.0,249.0,10.0,0,0,product_mng,medium
Luis Hodges,0.66,0.65,3.0,272.0,10.0,0,0,IT,medium
Aiden Stevenson,0.68,0.67,4.0,162.0,10.0,0,0,management,high
Marion Becker,0.49,0.78,4.0,254.0,10.0,0,0,management,high
Cory Wilkins,0.72,0.66,4.0,184.0,3.0,0,0,management,high
Rena Goodwin,0.77,0.89,4.0,269.0,10.0,0,0,management,high
Gene Warren,0.77,0.73,3.0,201.0,10.0,0,0,management,high
Theresa Wright,0.59,0.73,4.0,247.0,10.0,0,0,management,high
Christopher Oliver,0.41,0.67,6.0,221.0,10.0,0,0,marketing,medium
Mathilda Osborne,0.94,0.64,5.0,247.0,10.0,0,0,sales,medium
Susan Manning,0.91,0.61,4.0,135.0,10.0,0,0,accounting,medium
Susan Washington,0.7,0.84,3.0,260.0,4.0,1,0,support,medium
Estelle Powers,0.51,0.52,3.0,188.0,3.0,0,0,technical,high
Augusta Price,0.22,0.7,4.0,159.0,5.0,0,0,management,low
Lena Mullins,0.69,0.65,3.0,153.0,2.0,0,0,marketing,medium
Amanda Murray,0.2,0.68,5.0,167.0,7.0,0,0,marketing,medium
Lettie Black,0.9,0.85,3.0,158.0,7.0,0,0,marketing,medium
Vernon Jacobs,0.76,0.85,3.0,180.0,7.0,0,0,sales,medium
Todd Morrison,0.88,0.51,3.0,211.0,7.0,0,0,sales,medium
May Vasquez,0.31,0.63,4.0,104.0,7.0,1,0,sales,medium
Wesley Bell,0.17,0.66,6.0,174.0,3.0,0,0,sales,medium
Inez Andrews,0.91,0.77,3.0,195.0,7.0,0,0,sales,medium
Katharine Perry,0.97,0.38,5.0,211.0,7.0,1,0,sales,medium
Amelia Flores,0.61,0.77,5.0,232.0,7.0,0,0,sales,medium
Margaret Stephens,0.74,0.67,5.0,216.0,3.0,0,0,sales,low
Leonard Sims,0.65,0.82,5.0,265.0,3.0,0,0,IT,low
Minnie McKinney,0.87,0.73,5.0,184.0,3.0,0,0,product_mng,low
Nellie Carson,0.56,0.71,5.0,244.0,3.0,0,0,product_mng,low
Helen Gordon,0.78,0.69,4.0,202.0,3.0,0,0,product_mng,low
Nelle Morton,0.73,0.57,3.0,146.0,2.0,0,0,product_mng,low
Nina Grant,0.66,0.78,4.0,161.0,6.0,0,0,IT,low
Johanna Schwartz,0.15,0.81,5.0,280.0,3.0,1,0,RandD,high
Marguerite Holloway,0.52,0.69,5.0,208.0,8.0,1,0,RandD,low
Barry Hodges,0.44,0.66,6.0,134.0,8.0,0,0,RandD,high
Russell Lawrence,0.7,0.7,3.0,162.0,8.0,0,0,RandD,high
Vincent Thomas,0.63,0.52,5.0,209.0,8.0,1,0,RandD,low
Bernice McDaniel,0.89,0.59,3.0,265.0,8.0,0,0,RandD,low
Ola Boyd,0.96,0.85,4.0,173.0,3.0,0,0,marketing,high
Lucas Patton,0.98,0.99,4.0,261.0,10.0,1,0,sales,low
Christina Garrett,0.62,0.82,3.0,204.0,10.0,0,0,accounting,medium
Clifford Stone,0.62,0.73,3.0,144.0,10.0,1,0,support,high
Rebecca Mitchell,0.69,0.43,5.0,113.0,8.0,0,0,technical,medium
Earl Wagner,0.5,0.91,4.0,144.0,8.0,0,0,management,medium
Ola Pierce,0.71,0.93,5.0,140.0,8.0,0,0,marketing,medium
Tyler Santos,0.5,0.68,3.0,245.0,4.0,0,0,marketing,medium
Maude Brewer,0.93,0.6,3.0,188.0,3.0,0,0,marketing,high
Brent Price,0.95,0.77,5.0,199.0,10.0,1,0,sales,medium
Henrietta Manning,0.17,0.61,6.0,154.0,10.0,1,0,sales,medium
Rodney Oliver,0.92,0.68,4.0,138.0,7.0,0,0,sales,medium
Susan Holmes,0.64,0.48,3.0,147.0,7.0,0,0,sales,high
Lillie Watkins,0.27,0.42,6.0,173.0,7.0,0,0,sales,medium
Alta Rogers,0.66,0.87,3.0,223.0,7.0,0,0,sales,high
Erik Holland,0.59,0.69,3.0,200.0,3.0,0,0,sales,low
Lucinda Roberts,0.93,0.98,4.0,189.0,10.0,0,0,sales,medium
Michael Potter,0.58,0.67,5.0,133.0,10.0,0,0,technical,medium
Eula Thompson,0.96,0.6,3.0,160.0,10.0,0,0,support,medium
Florence Campbell,0.69,0.85,3.0,153.0,10.0,0,0,support,medium
Max Kelly,0.41,0.38,4.0,142.0,10.0,1,0,support,low
Frederick Bowers,0.36,0.41,3.0,167.0,10.0,0,0,support,low
Luella Marsh,0.71,0.78,4.0,227.0,2.0,0,0,support,low
Bess Jimenez,0.94,0.9,4.0,144.0,4.0,0,0,support,low
Alberta Wells,0.51,0.76,4.0,140.0,3.0,0,0,support,low
Ora Cruz,0.83,0.48,4.0,220.0,3.0,1,0,support,low
Richard Watkins,0.22,0.62,3.0,180.0,3.0,0,0,support,low
Lucy Anderson,0.66,0.89,4.0,173.0,4.0,0,0,support,low
Sue Ryan,0.14,0.58,3.0,179.0,5.0,0,0,support,low
Calvin Matthews,0.16,0.96,5.0,137.0,5.0,1,0,technical,low
Lelia Murray,0.81,0.78,3.0,165.0,3.0,0,0,technical,high
Miguel Ryan,0.73,0.94,3.0,177.0,3.0,0,0,technical,low
Amy Sharp,0.7,0.58,5.0,168.0,3.0,0,0,management,low
Roger Maldonado,0.62,0.73,3.0,245.0,4.0,0,0,IT,low
Lucas Anderson,0.5,0.83,5.0,258.0,2.0,0,0,IT,low
Darrell Harrington,0.7,0.88,3.0,159.0,2.0,0,0,IT,high
Mary Abbott,0.53,0.73,3.0,163.0,3.0,1,0,IT,low
David Hubbard,0.87,0.9,3.0,174.0,2.0,0,0,IT,low
Ray Henry,0.59,0.6,3.0,214.0,2.0,1,0,product_mng,low
Laura Black,0.94,0.67,4.0,191.0,3.0,1,0,product_mng,high
Alta Park,0.2,0.53,5.0,272.0,5.0,0,0,product_mng,low
Randy Bryan,0.42,0.44,3.0,183.0,2.0,0,0,product_mng,medium
Luis Ferguson,0.43,0.66,4.0,135.0,2.0,0,0,IT,high
Brent Alexander,0.43,0.76,6.0,154.0,2.0,0,0,management,high
Jeffrey Williams,0.77,0.86,5.0,238.0,3.0,0,0,management,high
Sara Hammond,0.76,0.98,2.0,235.0,3.0,0,0,management,high
Sean Stephens,0.82,0.9,3.0,215.0,4.0,0,0,management,high
Elmer Waters,0.75,0.66,5.0,234.0,2.0,0,0,management,high
Kate Rodriquez,0.63,0.98,4.0,187.0,3.0,0,0,management,high
Shane Pearson,0.51,0.75,3.0,133.0,3.0,0,0,sales,medium
Miguel Jones,0.23,0.7,3.0,123.0,5.0,0,0,sales,medium
Birdie Young,0.77,0.58,4.0,202.0,3.0,0,0,sales,medium
Lina Wilkerson,0.54,0.63,4.0,140.0,3.0,0,0,sales,medium
Madge Payne,0.63,0.85,4.0,182.0,3.0,1,0,sales,high
Jeremiah Burke,0.55,0.45,3.0,179.0,2.0,1,0,sales,low
Isabel Thomas,0.31,0.63,3.0,150.0,3.0,1,0,sales,medium
Lucille Goodwin,0.98,0.74,4.0,151.0,3.0,0,0,sales,medium
Gregory Reeves,0.16,0.95,6.0,117.0,7.0,0,0,sales,medium
Alma Williamson,0.54,0.78,3.0,156.0,7.0,0,0,sales,medium
Mamie Gill,0.73,0.48,3.0,211.0,7.0,0,0,sales,medium
Jerry Holland,0.16,0.63,6.0,286.0,7.0,0,1,sales,medium
Hannah Strickland,0.57,0.82,5.0,233.0,7.0,0,1,sales,medium
Nathaniel Curtis,0.88,0.88,4.0,222.0,3.0,1,1,sales,medium
Elva Griffin,0.95,0.81,4.0,258.0,7.0,0,1,sales,medium
Bessie Castillo,0.93,0.7,5.0,231.0,7.0,0,1,sales,high
Florence Fletcher,0.91,0.58,3.0,220.0,7.0,0,1,sales,low
Katie Briggs,0.77,0.82,4.0,134.0,3.0,0,1,sales,low
Mabelle Flowers,0.24,0.94,6.0,141.0,3.0,1,0,sales,low
Ola Walton,0.74,0.74,5.0,160.0,3.0,1,0,sales,high
Bernice Jacobs,0.53,0.59,4.0,259.0,3.0,0,0,sales,low
Ethan Herrera,0.89,0.77,5.0,232.0,3.0,0,0,sales,low
Ruby Goodman,0.23,0.77,5.0,272.0,2.0,0,0,sales,low
Brent Wood,0.69,0.66,3.0,215.0,6.0,0,0,sales,high
Douglas Ray,0.52,0.72,4.0,222.0,3.0,0,0,sales,low
Bertha Wilkerson,0.9,0.58,3.0,244.0,8.0,0,0,sales,low
Ann Moreno,0.92,0.63,5.0,224.0,8.0,1,0,sales,low
Gregory Farmer,0.72,0.59,5.0,200.0,8.0,1,0,sales,low
Milton Nguyen,0.92,0.61,4.0,143.0,8.0,0,0,sales,low
Lillian Hernandez,0.79,0.86,5.0,238.0,8.0,0,0,sales,low
Isabel Hudson,0.48,0.89,4.0,145.0,3.0,0,0,sales,low
Emilie Warner,0.27,0.76,4.0,108.0,10.0,0,0,sales,medium
Kathryn Wallace,0.67,0.49,3.0,247.0,10.0,0,0,sales,medium
Lillie Nelson,0.48,0.7,3.0,213.0,10.0,0,0,sales,medium
Jesse Guerrero,0.99,0.6,4.0,209.0,8.0,1,0,IT,medium
Shawn Joseph,0.49,0.88,4.0,240.0,8.0,0,0,product_mng,medium
Jessie Houston,0.39,0.45,3.0,100.0,8.0,1,0,product_mng,medium
Ivan Stone,0.99,0.92,4.0,265.0,4.0,1,0,product_mng,medium
Chase Maxwell,0.78,0.57,3.0,209.0,3.0,0,0,product_mng,medium
Violet Gordon,0.5,0.73,3.0,154.0,10.0,0,0,IT,medium
Douglas French,0.61,0.79,5.0,230.0,10.0,0,0,management,high
Allen Martin,0.88,0.6,4.0,208.0,7.0,0,1,management,high
Dora Dixon,0.44,0.44,2.0,141.0,7.0,1,1,management,high
Grace Flowers,0.73,0.78,3.0,262.0,7.0,1,1,management,high
Phoebe Shelton,0.58,0.84,4.0,206.0,7.0,0,1,management,high
Willie Atkins,0.74,0.98,3.0,166.0,3.0,1,1,management,high
Danny Roberts,0.32,0.48,4.0,117.0,10.0,0,1,marketing,medium
Terry Harmon,0.88,0.83,4.0,273.0,10.0,0,0,sales,medium
Seth Armstrong,0.81,0.9,4.0,270.0,10.0,0,0,accounting,medium
Dollie Murray,0.59,0.92,3.0,138.0,10.0,0,0,support,low
Estelle Walters,0.79,0.65,3.0,235.0,10.0,0,0,technical,low
Olive Mason,0.92,0.64,4.0,190.0,10.0,1,0,management,low
Rebecca Freeman,0.76,0.85,3.0,192.0,3.0,0,0,marketing,low
Delia Joseph,0.91,0.65,5.0,214.0,3.0,1,0,marketing,low
Mamie Cortez,0.8,0.84,4.0,242.0,2.0,1,0,marketing,low
Aaron Walsh,0.73,0.72,4.0,233.0,2.0,0,0,sales,low
Max Ford,0.88,0.53,3.0,218.0,4.0,0,0,sales,low
Noah Boone,0.65,0.4,5.0,125.0,4.0,0,0,sales,low
Milton Drake,0.84,0.5,4.0,178.0,2.0,0,0,sales,low
Mario Fernandez,0.93,0.5,5.0,272.0,3.0,0,0,sales,low
Viola Bridges,0.64,0.6,3.0,265.0,4.0,0,0,sales,low
Marie Cummings,0.66,0.72,4.0,271.0,3.0,0,0,sales,low
Lina McCarthy,0.76,0.56,3.0,179.0,3.0,1,0,sales,low
Bryan Hodges,0.34,0.72,3.0,118.0,4.0,0,0,IT,low
Justin Frank,0.48,0.8,4.0,196.0,5.0,0,0,product_mng,low
Terry Terry,0.79,0.61,4.0,173.0,2.0,0,0,product_mng,low
William Martinez,0.82,0.67,4.0,156.0,3.0,0,0,product_mng,low
Brent Sanchez,0.51,0.71,2.0,180.0,3.0,0,0,product_mng,low
Alvin Fox,0.84,0.78,4.0,263.0,3.0,0,0,IT,low
Randy Knight,0.66,0.79,5.0,134.0,3.0,0,0,management,high
David Douglas,0.72,0.88,3.0,189.0,3.0,1,0,management,high
Wesley Doyle,0.53,0.91,4.0,167.0,4.0,0,0,management,high
Douglas Knight,0.81,0.8,5.0,132.0,2.0,1,0,management,high
Seth Saunders,0.58,0.9,3.0,209.0,2.0,0,0,management,high
Hilda Chapman,0.82,0.56,2.0,227.0,5.0,1,0,management,high
Gavin Bell,0.72,0.99,4.0,239.0,3.0,0,0,marketing,medium
Isabella Henry,0.9,0.54,4.0,172.0,4.0,0,0,sales,medium
Stephen Morrison,0.98,0.91,3.0,188.0,4.0,0,0,accounting,medium
Victoria Wong,0.56,0.74,3.0,265.0,3.0,0,0,support,medium
Stanley Cole,0.77,0.82,3.0,153.0,3.0,1,0,technical,medium
Claudia Thomas,0.61,0.89,4.0,242.0,2.0,0,0,management,medium
Cody Estrada,0.97,0.61,4.0,262.0,3.0,1,1,marketing,medium
Chester Reeves,0.64,0.55,3.0,246.0,2.0,0,1,marketing,high
Rena Sanchez,0.99,0.97,4.0,211.0,2.0,0,1,marketing,low
Isabelle Phelps,0.61,0.42,3.0,145.0,4.0,0,1,sales,medium
Polly McCormick,0.72,0.71,4.0,256.0,3.0,0,1,sales,medium
Theresa McLaughlin,0.67,0.91,2.0,245.0,2.0,1,1,sales,medium
Steve Watson,0.9,0.56,3.0,151.0,3.0,0,0,sales,medium
Amy Fields,0.9,0.73,4.0,245.0,2.0,0,0,sales,low
Emilie Marsh,0.63,0.61,4.0,171.0,3.0,0,0,sales,low
Chase Maxwell,0.64,0.88,3.0,252.0,2.0,0,0,sales,low
Joshua Pena,0.44,0.65,3.0,175.0,2.0,0,0,IT,low
Johanna Vasquez,0.64,0.94,4.0,210.0,3.0,0,0,product_mng,low
Josie Vasquez,0.65,0.95,2.0,180.0,2.0,0,0,product_mng,low
Ray Hammond,0.69,0.9,5.0,103.0,5.0,0,0,product_mng,low
Lee Holmes,0.93,0.51,4.0,110.0,3.0,0,0,product_mng,low
Ethel Griffin,0.73,0.9,5.0,184.0,3.0,0,0,IT,low
Adeline Lowe,0.83,0.6,4.0,161.0,2.0,0,0,management,high
Jeffery Hansen,0.82,0.49,5.0,210.0,3.0,0,0,management,high
Marion Fuller,0.39,0.91,2.0,212.0,2.0,0,0,management,high
Elizabeth Knight,0.53,0.47,6.0,106.0,6.0,0,0,management,high
Cordelia Bowman,0.88,0.81,4.0,179.0,3.0,0,0,management,high
Verna Phelps,0.8,0.6,5.0,217.0,3.0,0,0,management,high
Dean Poole,0.68,0.79,4.0,184.0,3.0,0,0,marketing,low
Marvin Graham,0.66,0.6,3.0,210.0,2.0,0,0,sales,low
Mattie Miles,0.61,0.61,4.0,246.0,2.0,0,0,accounting,low
Arthur Zimmerman,0.74,0.55,4.0,262.0,3.0,0,0,support,low
Sarah Ortiz,0.61,0.83,4.0,245.0,3.0,1,1,technical,low
Frank Holt,0.57,0.99,3.0,222.0,3.0,1,1,management,low
Bess Porter,0.68,0.54,4.0,146.0,4.0,0,1,marketing,medium
Charles Nelson,0.75,0.79,4.0,263.0,3.0,0,1,marketing,medium
Ronald Carson,0.29,0.57,5.0,134.0,2.0,0,1,marketing,medium
Leona Myers,0.81,0.81,5.0,250.0,4.0,0,1,sales,medium
Marguerite Fowler,0.53,0.68,4.0,173.0,3.0,0,0,sales,medium
Melvin Warren,0.42,0.96,6.0,173.0,3.0,0,0,sales,medium
Agnes Welch,0.64,0.67,4.0,252.0,3.0,1,0,sales,medium
Alice Padilla,0.63,0.5,2.0,230.0,4.0,0,0,sales,medium
Marie Davis,0.81,0.81,4.0,212.0,2.0,1,0,sales,medium
Jordan Wilkerson,0.71,0.66,5.0,187.0,2.0,0,0,sales,medium
Marie Klein,0.7,0.83,5.0,241.0,2.0,0,0,sales,medium
Melvin Martinez,0.53,1.0,3.0,164.0,4.0,0,0,IT,medium
Evelyn Lawrence,0.16,0.93,6.0,218.0,6.0,1,0,product_mng,high
Larry Doyle,0.17,0.55,4.0,194.0,3.0,0,0,product_mng,low
Edgar Castro,0.7,0.95,3.0,158.0,2.0,0,0,product_mng,medium
Francis Norton,0.43,0.88,2.0,149.0,4.0,0,0,product_mng,medium
Duane Daniels,0.49,0.62,4.0,161.0,2.0,0,0,IT,medium
Eunice Murray,0.5,0.9,5.0,226.0,2.0,0,0,management,high
Sean Wong,0.57,0.59,2.0,111.0,2.0,0,0,management,high
Laura Herrera,0.68,0.75,4.0,258.0,3.0,0,0,management,high
Martha Schneider,0.62,0.61,3.0,266.0,2.0,0,0,management,high
Ada Fleming,0.69,0.75,3.0,253.0,3.0,0,0,management,high
Isaac Mason,0.63,0.7,5.0,160.0,3.0,0,0,management,high
Landon Rice,0.76,0.62,5.0,230.0,3.0,1,0,marketing,low
Rhoda Woods,0.62,0.76,5.0,198.0,3.0,0,0,sales,low
Catherine Webster,0.82,0.69,3.0,250.0,3.0,0,0,accounting,low
Jeremy Watts,0.2,0.7,4.0,225.0,5.0,0,0,support,low
